participant_id,pair_id,Prompt_Id,condition,construct,mean_score
R027,P4,P07,A,CMP,3.0
R027,P4,P07,A,CSAT,3.0
R027,P4,P07,A,PI,5.0
R027,P4,P07,B,CMP,2.0
R027,P4,P07,B,CSAT,4.0
R027,P4,P07,B,PI,5.0
R027,P5,P08,A,CSAT,4.0
R027,P5,P08,A,HL,5.0
R027,P5,P08,A,PI,4.5
R027,P5,P08,B,CSAT,5.0
R027,P5,P08,B,HL,5.0
R027,P5,P08,B,PI,4.5
R028,P1,P04,A,CMP,4.0
R028,P1,P04,A,HL,4.0
R028,P1,P04,A,PI,3.5
R028,P1,P04,B,CMP,5.0
R028,P1,P04,B,HL,5.0
R028,P1,P04,B,PI,4.0
R028,P2,P03,A,HL,4.0
R028,P2,P03,A,PI,4.5
R028,P2,P03,B,HL,4.0
R028,P2,P03,B,PI,4.5
R028,P3,P23,A,CMP,4.0
R028,P3,P23,A,CSAT,4.0
R028,P3,P23,A,PI,4.0
R028,P3,P23,B,CMP,5.0
R028,P3,P23,B,CSAT,5.0
R028,P3,P23,B,PI,4.0
R028,P4,P07,A,CMP,2.0
R028,P4,P07,A,CSAT,4.0
R028,P4,P07,A,PI,3.0
R028,P4,P07,B,CMP,4.0
R028,P4,P07,B,CSAT,3.0
R028,P4,P07,B,PI,3.5
R028,P5,P08,A,CSAT,5.0
R028,P5,P08,A,HL,5.0
R028,P5,P08,A,PI,3.5
R028,P5,P08,B,CSAT,1.0
R028,P5,P08,B,HL,5.0
R028,P5,P08,B,PI,3.0
R029,P1,P04,A,CMP,4.0
R029,P1,P04,A,HL,3.0
R029,P1,P04,A,PI,3.5
R029,P1,P04,B,CMP,5.0
R029,P1,P04,B,HL,5.0
R029,P1,P04,B,PI,4.0
R029,P2,P03,A,HL,2.0
R029,P2,P03,A,PI,3.0
R029,P2,P03,B,HL,4.0
R029,P2,P03,B,PI,5.0
R029,P3,P23,A,CMP,4.0
R029,P3,P23,A,CSAT,3.0
R029,P3,P23,A,PI,4.5
R029,P3,P23,B,CMP,5.0
R029,P3,P23,B,CSAT,5.0
R029,P3,P23,B,PI,4.5
R029,P4,P07,A,CMP,5.0
R029,P4,P07,A,CSAT,4.0
R029,P4,P07,A,PI,5.0
R029,P4,P07,B,CMP,3.0
R029,P4,P07,B,CSAT,5.0
R029,P4,P07,B,PI,4.0
R029,P5,P08,A,CSAT,4.0
R029,P5,P08,A,HL,5.0
R029,P5,P08,A,PI,5.0
R029,P5,P08,B,CSAT,4.0
R029,P5,P08,B,HL,5.0
R029,P5,P08,B,PI,3.5
R030,P1,P04,A,CMP,2.0
R030,P1,P04,A,HL,5.0
R030,P1,P04,A,PI,4.5
R030,P1,P04,B,CMP,4.0
R030,P1,P04,B,HL,5.0
R030,P1,P04,B,PI,3.5
R030,P2,P03,A,HL,5.0
R030,P2,P03,A,PI,4.0
R030,P2,P03,B,HL,4.0
R030,P2,P03,B,PI,3.5
R030,P3,P23,A,CMP,5.0
R030,P3,P23,A,CSAT,3.0
R030,P3,P23,A,PI,4.0
R030,P3,P23,B,CMP,5.0
R030,P3,P23,B,CSAT,4.0
R030,P3,P23,B,PI,4.0
R030,P4,P07,A,CMP,5.0
R030,P4,P07,A,CSAT,4.0
R030,P4,P07,A,PI,4.0
R030,P4,P07,B,CMP,3.0
R030,P4,P07,B,CSAT,3.0
R030,P4,P07,B,PI,3.5
R030,P5,P08,A,CSAT,4.0
R030,P5,P08,A,HL,2.0
R030,P5,P08,A,PI,4.0
R030,P5,P08,B,CSAT,4.0
R030,P5,P08,B,HL,4.0
R030,P5,P08,B,PI,4.0
R031,P1,P04,A,CMP,4.0
R031,P1,P04,A,HL,4.0
R031,P1,P04,A,PI,5.0
R031,P1,P04,B,CMP,2.0
R031,P1,P04,B,HL,4.0
R031,P1,P04,B,PI,3.0
R031,P2,P03,A,HL,5.0
R031,P2,P03,A,PI,4.0
R031,P2,P03,B,HL,4.0
R031,P2,P03,B,PI,4.0
R031,P3,P23,A,CMP,4.0
R031,P3,P23,A,CSAT,4.0
R031,P3,P23,A,PI,4.0
R031,P3,P23,B,CMP,5.0
R031,P3,P23,B,CSAT,4.0
R031,P3,P23,B,PI,3.5
R031,P4,P07,A,CMP,3.0
R031,P4,P07,A,CSAT,4.0
R031,P4,P07,A,PI,5.0
R031,P4,P07,B,CMP,4.0
R031,P4,P07,B,CSAT,2.0
R031,P4,P07,B,PI,2.5
R031,P5,P08,A,CSAT,4.0
R031,P5,P08,A,HL,2.0
R031,P5,P08,A,PI,4.5
R031,P5,P08,B,CSAT,5.0
R031,P5,P08,B,HL,3.0
R031,P5,P08,B,PI,3.5
R032,P1,P04,A,CMP,5.0
R032,P1,P04,A,HL,5.0
R032,P1,P04,A,PI,3.0
R032,P1,P04,B,CMP,3.0
R032,P1,P04,B,HL,5.0
R032,P1,P04,B,PI,3.0
R032,P2,P03,A,HL,5.0
R032,P2,P03,A,PI,4.0
R032,P2,P03,B,HL,4.0
R032,P2,P03,B,PI,3.5
R032,P3,P23,A,CMP,5.0
R032,P3,P23,A,CSAT,5.0
R032,P3,P23,A,PI,4.5
R032,P3,P23,B,CMP,3.0
R032,P3,P23,B,CSAT,5.0
R032,P3,P23,B,PI,4.0
R032,P4,P07,A,CMP,4.0
R032,P4,P07,A,CSAT,4.0
R032,P4,P07,A,PI,4.0
R032,P4,P07,B,CMP,2.0
R032,P4,P07,B,CSAT,4.0
R032,P4,P07,B,PI,4.0
R032,P5,P08,A,CSAT,5.0
R032,P5,P08,A,HL,5.0
R032,P5,P08,A,PI,3.5
R032,P5,P08,B,CSAT,4.0
R032,P5,P08,B,HL,5.0
R032,P5,P08,B,PI,3.5
R033,P1,P04,A,CMP,4.0
R033,P1,P04,A,HL,3.0
R033,P1,P04,A,PI,3.0
R033,P1,P04,B,CMP,4.0
R033,P1,P04,B,HL,4.0
R033,P1,P04,B,PI,4.5
R033,P2,P03,A,HL,2.0
R033,P2,P03,A,PI,5.0
R033,P2,P03,B,HL,4.0
R033,P2,P03,B,PI,2.5
R033,P3,P23,A,CMP,5.0
R033,P3,P23,A,CSAT,5.0
R033,P3,P23,A,PI,3.5
R033,P3,P23,B,CMP,5.0
R033,P3,P23,B,CSAT,4.0
R033,P3,P23,B,PI,3.0
R033,P4,P07,A,CMP,3.0
R033,P4,P07,A,CSAT,3.0
R033,P4,P07,A,PI,3.5
R033,P4,P07,B,CMP,2.0
R033,P4,P07,B,CSAT,4.0
R033,P4,P07,B,PI,4.5
R033,P5,P08,A,CSAT,1.0
R033,P5,P08,A,HL,3.0
R033,P5,P08,A,PI,4.5
R033,P5,P08,B,CSAT,4.0
R033,P5,P08,B,HL,5.0
R033,P5,P08,B,PI,4.0
R034,P1,P04,A,CMP,5.0
R034,P1,P04,A,HL,5.0
R034,P1,P04,A,PI,3.5
R034,P1,P04,B,CMP,4.0
R034,P1,P04,B,HL,4.0
R034,P1,P04,B,PI,3.5
R034,P2,P03,A,HL,4.0
R034,P2,P03,A,PI,4.5
R034,P2,P03,B,HL,4.0
R034,P2,P03,B,PI,4.0
R034,P3,P23,A,CMP,4.0
R034,P3,P23,A,CSAT,5.0
R034,P3,P23,A,PI,5.0
R034,P3,P23,B,CMP,3.0
R034,P3,P23,B,CSAT,3.0
R034,P3,P23,B,PI,3.5
R034,P4,P07,A,CMP,5.0
R034,P4,P07,A,CSAT,4.0
R034,P4,P07,A,PI,3.0
R034,P4,P07,B,CMP,2.0
R034,P4,P07,B,CSAT,2.0
R034,P4,P07,B,PI,4.5
R034,P5,P08,A,CSAT,4.0
R034,P5,P08,A,HL,5.0
R034,P5,P08,A,PI,5.0
R034,P5,P08,B,CSAT,4.0
R034,P5,P08,B,HL,5.0
R034,P5,P08,B,PI,4.5
R035,P1,P04,A,CMP,5.0
R035,P1,P04,A,HL,2.0
R035,P1,P04,A,PI,4.5
R035,P1,P04,B,CMP,4.0
R035,P1,P04,B,HL,4.0
R035,P1,P04,B,PI,5.0
R035,P2,P03,A,HL,4.0
R035,P2,P03,A,PI,3.0
R035,P2,P03,B,HL,3.0
R035,P2,P03,B,PI,4.0
R035,P3,P23,A,CMP,4.0
R035,P3,P23,A,CSAT,5.0
R035,P3,P23,A,PI,5.0
R035,P3,P23,B,CMP,5.0
R035,P3,P23,B,CSAT,3.0
R035,P3,P23,B,PI,4.0
R035,P4,P07,A,CMP,5.0
R035,P4,P07,A,CSAT,5.0
R035,P4,P07,A,PI,4.0
R035,P4,P07,B,CMP,2.0
R035,P4,P07,B,CSAT,4.0
R035,P4,P07,B,PI,4.0
R035,P5,P08,A,CSAT,4.0
R035,P5,P08,A,HL,1.0
R035,P5,P08,A,PI,4.0
R035,P5,P08,B,CSAT,4.0
R035,P5,P08,B,HL,5.0
R035,P5,P08,B,PI,4.0
R036,P1,P04,A,CMP,5.0
R036,P1,P04,A,HL,3.0
R036,P1,P04,A,PI,4.5
R036,P1,P04,B,CMP,3.0
R036,P1,P04,B,HL,3.0
R036,P1,P04,B,PI,5.0
R036,P2,P03,A,HL,4.0
R036,P2,P03,A,PI,5.0
R036,P2,P03,B,HL,5.0
R036,P2,P03,B,PI,4.0
R036,P3,P23,A,CMP,4.0
R036,P3,P23,A,CSAT,1.0
R036,P3,P23,A,PI,4.5
R036,P3,P23,B,CMP,4.0
R036,P3,P23,B,CSAT,5.0
R036,P3,P23,B,PI,4.5
R036,P4,P07,A,CMP,5.0
R036,P4,P07,A,CSAT,4.0
R036,P4,P07,A,PI,3.0
R036,P4,P07,B,CMP,4.0
R036,P4,P07,B,CSAT,4.0
R036,P4,P07,B,PI,4.5
R036,P5,P08,A,CSAT,3.0
R036,P5,P08,A,HL,3.0
R036,P5,P08,A,PI,4.0
R036,P5,P08,B,CSAT,5.0
R036,P5,P08,B,HL,4.0
R036,P5,P08,B,PI,4.5
R037,P1,P04,A,CMP,4.0
R037,P1,P04,A,HL,4.0
R037,P1,P04,A,PI,3.0
R037,P1,P04,B,CMP,4.0
R037,P1,P04,B,HL,5.0
R037,P1,P04,B,PI,4.5
R037,P2,P03,A,HL,5.0
R037,P2,P03,A,PI,4.0
R037,P2,P03,B,HL,4.0
R037,P2,P03,B,PI,5.0
R037,P3,P23,A,CMP,5.0
R037,P3,P23,A,CSAT,1.0
R037,P3,P23,A,PI,4.5
R037,P3,P23,B,CMP,3.0
R037,P3,P23,B,CSAT,3.0
R037,P3,P23,B,PI,3.5
R037,P4,P07,A,CMP,5.0
R037,P4,P07,A,CSAT,3.0
R037,P4,P07,A,PI,3.0
R037,P4,P07,B,CMP,2.0
R037,P4,P07,B,CSAT,2.0
R037,P4,P07,B,PI,4.5
R037,P5,P08,A,CSAT,4.0
R037,P5,P08,A,HL,5.0
R037,P5,P08,A,PI,4.0
R037,P5,P08,B,CSAT,4.0
R037,P5,P08,B,HL,5.0
R037,P5,P08,B,PI,4.0
R038,P1,P04,A,CMP,4.0
R038,P1,P04,A,HL,5.0
R038,P1,P04,A,PI,3.5
R038,P1,P04,B,CMP,5.0
R038,P1,P04,B,HL,5.0
R038,P1,P04,B,PI,3.5
R038,P2,P03,A,HL,3.0
R038,P2,P03,A,PI,2.0
R038,P2,P03,B,HL,5.0
R038,P2,P03,B,PI,2.0
R038,P3,P23,A,CMP,5.0
R038,P3,P23,A,CSAT,1.0
R038,P3,P23,A,PI,5.0
R038,P3,P23,B,CMP,3.0
R038,P3,P23,B,CSAT,4.0
R038,P3,P23,B,PI,4.5
R038,P4,P07,A,CMP,3.0
R038,P4,P07,A,CSAT,1.0
R038,P4,P07,A,PI,3.5
R038,P4,P07,B,CMP,4.0
R038,P4,P07,B,CSAT,3.0
R038,P4,P07,B,PI,4.0
R038,P5,P08,A,CSAT,2.0
R038,P5,P08,A,HL,3.0
R038,P5,P08,A,PI,3.5
R038,P5,P08,B,CSAT,3.0
R038,P5,P08,B,HL,4.0
R038,P5,P08,B,PI,4.0
R039,P1,P04,A,CMP,4.0
R039,P1,P04,A,HL,5.0
R039,P1,P04,A,PI,5.0
R039,P1,P04,B,CMP,5.0
R039,P1,P04,B,HL,5.0
R039,P1,P04,B,PI,4.0
R039,P2,P03,A,HL,3.0
R039,P2,P03,A,PI,4.5
R039,P2,P03,B,HL,5.0
R039,P2,P03,B,PI,3.0
R039,P3,P23,A,CMP,4.0
R039,P3,P23,A,CSAT,4.0
R039,P3,P23,A,PI,4.0
R039,P3,P23,B,CMP,4.0
R039,P3,P23,B,CSAT,3.0
R039,P3,P23,B,PI,4.0
R039,P4,P07,A,CMP,5.0
R039,P4,P07,A,CSAT,5.0
R039,P4,P07,A,PI,5.0
R039,P4,P07,B,CMP,4.0
R039,P4,P07,B,CSAT,5.0
R039,P4,P07,B,PI,4.0
R039,P5,P08,A,CSAT,4.0
R039,P5,P08,A,HL,3.0
R039,P5,P08,A,PI,4.5
R039,P5,P08,B,CSAT,5.0
R039,P5,P08,B,HL,3.0
R039,P5,P08,B,PI,5.0
R040,P1,P04,A,CMP,3.0
R040,P1,P04,A,HL,4.0
R040,P1,P04,A,PI,4.0
R040,P1,P04,B,CMP,4.0
R040,P1,P04,B,HL,3.0
R040,P1,P04,B,PI,3.5
R040,P2,P03,A,HL,4.0
R040,P2,P03,A,PI,4.0
R040,P2,P03,B,HL,5.0
R040,P2,P03,B,PI,5.0
R040,P3,P23,A,CMP,2.0
R040,P3,P23,A,CSAT,3.0
R040,P3,P23,A,PI,4.0
R040,P3,P23,B,CMP,4.0
R040,P3,P23,B,CSAT,3.0
R040,P3,P23,B,PI,4.5
R040,P4,P07,A,CMP,5.0
R040,P4,P07,A,CSAT,4.0
R040,P4,P07,A,PI,4.0
R040,P4,P07,B,CMP,4.0
R040,P4,P07,B,CSAT,4.0
R040,P4,P07,B,PI,2.5
R040,P5,P08,A,CSAT,5.0
R040,P5,P08,A,HL,5.0
R040,P5,P08,A,PI,4.5
R040,P5,P08,B,CSAT,3.0
R040,P5,P08,B,HL,5.0
R040,P5,P08,B,PI,4.5
R041,P1,P04,A,CMP,4.0
R041,P1,P04,A,HL,5.0
R041,P1,P04,A,PI,4.0
R041,P1,P04,B,CMP,5.0
R041,P1,P04,B,HL,3.0
R041,P1,P04,B,PI,5.0
R041,P2,P03,A,HL,4.0
R041,P2,P03,A,PI,5.0
R041,P2,P03,B,HL,4.0
R041,P2,P03,B,PI,4.0
R041,P3,P23,A,CMP,4.0
R041,P3,P23,A,CSAT,4.0
R041,P3,P23,A,PI,4.0
R041,P3,P23,B,CMP,5.0
R041,P3,P23,B,CSAT,3.0
R041,P3,P23,B,PI,2.5
R041,P4,P07,A,CMP,4.0
R041,P4,P07,A,CSAT,4.0
R041,P4,P07,A,PI,3.0
R041,P4,P07,B,CMP,4.0
R041,P4,P07,B,CSAT,4.0
R041,P4,P07,B,PI,4.5
R041,P5,P08,A,CSAT,3.0
R041,P5,P08,A,HL,2.0
R041,P5,P08,A,PI,4.0
R041,P5,P08,B,CSAT,5.0
R041,P5,P08,B,HL,5.0
R041,P5,P08,B,PI,3.5
R042,P1,P04,A,CMP,4.0
R042,P1,P04,A,HL,3.0
R042,P1,P04,A,PI,5.0
R042,P1,P04,B,CMP,5.0
R042,P1,P04,B,HL,5.0
R042,P1,P04,B,PI,4.0
R042,P2,P03,A,HL,4.0
R042,P2,P03,A,PI,1.5
R042,P2,P03,B,HL,3.0
R042,P2,P03,B,PI,4.5
R042,P3,P23,A,CMP,5.0
R042,P3,P23,A,CSAT,5.0
R042,P3,P23,A,PI,4.5
R042,P3,P23,B,CMP,4.0
R042,P3,P23,B,CSAT,3.0
R042,P3,P23,B,PI,4.5
R042,P4,P07,A,CMP,3.0
R042,P4,P07,A,CSAT,5.0
R042,P4,P07,A,PI,4.0
R042,P4,P07,B,CMP,3.0
R042,P4,P07,B,CSAT,4.0
R042,P4,P07,B,PI,4.5
R042,P5,P08,A,CSAT,5.0
R042,P5,P08,A,HL,4.0
R042,P5,P08,A,PI,4.0
R042,P5,P08,B,CSAT,4.0
R042,P5,P08,B,HL,4.0
R042,P5,P08,B,PI,4.0
R043,P1,P04,A,CMP,5.0
R043,P1,P04,A,HL,3.0
R043,P1,P04,A,PI,5.0
R043,P1,P04,B,CMP,3.0
R043,P1,P04,B,HL,5.0
R043,P1,P04,B,PI,4.5
R043,P2,P03,A,HL,5.0
R043,P2,P03,A,PI,4.0
R043,P2,P03,B,HL,3.0
R043,P2,P03,B,PI,4.0
R043,P3,P23,A,CMP,3.0
R043,P3,P23,A,CSAT,4.0
R043,P3,P23,A,PI,4.0
R043,P3,P23,B,CMP,4.0
R043,P3,P23,B,CSAT,3.0
R043,P3,P23,B,PI,4.0
R043,P4,P07,A,CMP,3.0
R043,P4,P07,A,CSAT,4.0
R043,P4,P07,A,PI,3.5
R043,P4,P07,B,CMP,2.0
R043,P4,P07,B,CSAT,3.0
R043,P4,P07,B,PI,3.5
R043,P5,P08,A,CSAT,3.0
R043,P5,P08,A,HL,1.0
R043,P5,P08,A,PI,4.0
R043,P5,P08,B,CSAT,4.0
R043,P5,P08,B,HL,2.0
R043,P5,P08,B,PI,4.5
R044,P1,P04,A,CMP,3.0
R044,P1,P04,A,HL,5.0
R044,P1,P04,A,PI,4.5
R044,P1,P04,B,CMP,3.0
R044,P1,P04,B,HL,5.0
R044,P1,P04,B,PI,3.5
R044,P2,P03,A,HL,5.0
R044,P2,P03,A,PI,1.5
R044,P2,P03,B,HL,3.0
R044,P2,P03,B,PI,3.5
R044,P3,P23,A,CMP,4.0
R044,P3,P23,A,CSAT,3.0
R044,P3,P23,A,PI,4.5
R044,P3,P23,B,CMP,4.0
R044,P3,P23,B,CSAT,3.0
R044,P3,P23,B,PI,3.5
R044,P4,P07,A,CMP,5.0
R044,P4,P07,A,CSAT,3.0
R044,P4,P07,A,PI,3.5
R044,P4,P07,B,CMP,3.0
R044,P4,P07,B,CSAT,3.0
R044,P4,P07,B,PI,3.0
R044,P5,P08,A,CSAT,3.0
R044,P5,P08,A,HL,4.0
R044,P5,P08,A,PI,4.5
R044,P5,P08,B,CSAT,3.0
R044,P5,P08,B,HL,4.0
R044,P5,P08,B,PI,5.0
R045,P1,P04,A,CMP,5.0
R045,P1,P04,A,HL,5.0
R045,P1,P04,A,PI,4.0
R045,P1,P04,B,CMP,5.0
R045,P1,P04,B,HL,5.0
R045,P1,P04,B,PI,4.0
R045,P2,P03,A,HL,5.0
R045,P2,P03,A,PI,4.0
R045,P2,P03,B,HL,5.0
R045,P2,P03,B,PI,5.0
R045,P3,P23,A,CMP,5.0
R045,P3,P23,A,CSAT,3.0
R045,P3,P23,A,PI,3.5
R045,P3,P23,B,CMP,5.0
R045,P3,P23,B,CSAT,4.0
R045,P3,P23,B,PI,5.0
R045,P4,P07,A,CMP,3.0
R045,P4,P07,A,CSAT,4.0
R045,P4,P07,A,PI,3.0
R045,P4,P07,B,CMP,3.0
R045,P4,P07,B,CSAT,3.0
R045,P4,P07,B,PI,4.5
R045,P5,P08,A,CSAT,3.0
R045,P5,P08,A,HL,3.0
R045,P5,P08,A,PI,4.5
R045,P5,P08,B,CSAT,5.0
R045,P5,P08,B,HL,5.0
R045,P5,P08,B,PI,4.5
R046,P1,P04,A,CMP,2.0
R046,P1,P04,A,HL,5.0
R046,P1,P04,A,PI,4.5
R046,P1,P04,B,CMP,5.0
R046,P1,P04,B,HL,5.0
R046,P1,P04,B,PI,3.5
R046,P2,P03,A,HL,3.0
R046,P2,P03,A,PI,4.5
R046,P2,P03,B,HL,3.0
R046,P2,P03,B,PI,4.0
R046,P3,P23,A,CMP,4.0
R046,P3,P23,A,CSAT,4.0
R046,P3,P23,A,PI,4.0
R046,P3,P23,B,CMP,5.0
R046,P3,P23,B,CSAT,3.0
R046,P3,P23,B,PI,4.0
R046,P4,P07,A,CMP,4.0
R046,P4,P07,A,CSAT,4.0
R046,P4,P07,A,PI,4.0
R046,P4,P07,B,CMP,2.0
R046,P4,P07,B,CSAT,3.0
R046,P4,P07,B,PI,3.5
R046,P5,P08,A,CSAT,3.0
R046,P5,P08,A,HL,5.0
R046,P5,P08,A,PI,3.0
R046,P5,P08,B,CSAT,4.0
R046,P5,P08,B,HL,4.0
R046,P5,P08,B,PI,4.0
R047,P1,P04,A,CMP,5.0
R047,P1,P04,A,HL,5.0
R047,P1,P04,A,PI,3.0
R047,P1,P04,B,CMP,5.0
R047,P1,P04,B,HL,5.0
R047,P1,P04,B,PI,3.0
R047,P2,P03,A,HL,5.0
R047,P2,P03,A,PI,4.5
R047,P2,P03,B,HL,4.0
R047,P2,P03,B,PI,4.5
R047,P3,P23,A,CMP,5.0
R047,P3,P23,A,CSAT,5.0
R047,P3,P23,A,PI,3.0
R047,P3,P23,B,CMP,4.0
R047,P3,P23,B,CSAT,4.0
R047,P3,P23,B,PI,4.5
R047,P4,P07,A,CMP,4.0
R047,P4,P07,A,CSAT,1.0
R047,P4,P07,A,PI,3.5
R047,P4,P07,B,CMP,3.0
R047,P4,P07,B,CSAT,3.0
R047,P4,P07,B,PI,4.5
R047,P5,P08,A,CSAT,5.0
R047,P5,P08,A,HL,3.0
R047,P5,P08,A,PI,4.5
R047,P5,P08,B,CSAT,5.0
R047,P5,P08,B,HL,3.0
R047,P5,P08,B,PI,3.5
R048,P1,P04,A,CMP,3.0
R048,P1,P04,A,HL,3.0
R048,P1,P04,A,PI,5.0
R048,P1,P04,B,CMP,5.0
R048,P1,P04,B,HL,4.0
R048,P1,P04,B,PI,4.5
R048,P2,P03,A,HL,4.0
R048,P2,P03,A,PI,3.0
R048,P2,P03,B,HL,5.0
R048,P2,P03,B,PI,3.0
R048,P3,P23,A,CMP,3.0
R048,P3,P23,A,CSAT,4.0
R048,P3,P23,A,PI,4.5
R048,P3,P23,B,CMP,4.0
R048,P3,P23,B,CSAT,4.0
R048,P3,P23,B,PI,4.0
R048,P4,P07,A,CMP,5.0
R048,P4,P07,A,CSAT,3.0
R048,P4,P07,A,PI,4.5
R048,P4,P07,B,CMP,2.0
R048,P4,P07,B,CSAT,5.0
R048,P4,P07,B,PI,3.5
R048,P5,P08,A,CSAT,5.0
R048,P5,P08,A,HL,4.0
R048,P5,P08,A,PI,2.5
R048,P5,P08,B,CSAT,3.0
R048,P5,P08,B,HL,5.0
R048,P5,P08,B,PI,4.0
R049,P1,P04,A,CMP,5.0
R049,P1,P04,A,HL,5.0
R049,P1,P04,A,PI,4.5
R049,P1,P04,B,CMP,1.0
R049,P1,P04,B,HL,2.0
R049,P1,P04,B,PI,5.0
R049,P2,P03,A,HL,5.0
R049,P2,P03,A,PI,3.0
R049,P2,P03,B,HL,4.0
R049,P2,P03,B,PI,5.0
R049,P3,P23,A,CMP,4.0
R049,P3,P23,A,CSAT,5.0
R049,P3,P23,A,PI,4.0
R049,P3,P23,B,CMP,3.0
R049,P3,P23,B,CSAT,4.0
R049,P3,P23,B,PI,3.5
R049,P4,P07,A,CMP,3.0
R049,P4,P07,A,CSAT,4.0
R049,P4,P07,A,PI,3.0
R049,P4,P07,B,CMP,2.0
R049,P4,P07,B,CSAT,4.0
R049,P4,P07,B,PI,4.5
R049,P5,P08,A,CSAT,4.0
R049,P5,P08,A,HL,3.0
R049,P5,P08,A,PI,4.0
R049,P5,P08,B,CSAT,4.0
R049,P5,P08,B,HL,4.0
R049,P5,P08,B,PI,3.5
R050,P1,P04,A,CMP,5.0
R050,P1,P04,A,HL,4.0
R050,P1,P04,A,PI,3.5
R050,P1,P04,B,CMP,3.0
R050,P1,P04,B,HL,3.0
R050,P1,P04,B,PI,2.5
R050,P2,P03,A,HL,5.0
R050,P2,P03,A,PI,4.0
R050,P2,P03,B,HL,2.0
R050,P2,P03,B,PI,3.5
R050,P3,P23,A,CMP,5.0
R050,P3,P23,A,CSAT,4.0
R050,P3,P23,A,PI,3.5
R050,P3,P23,B,CMP,4.0
R050,P3,P23,B,CSAT,3.0
R050,P3,P23,B,PI,4.0
R050,P4,P07,A,CMP,3.0
R050,P4,P07,A,CSAT,5.0
R050,P4,P07,A,PI,3.0
R050,P4,P07,B,CMP,3.0
R050,P4,P07,B,CSAT,5.0
R050,P4,P07,B,PI,4.5
R050,P5,P08,A,CSAT,5.0
R050,P5,P08,A,HL,3.0
R050,P5,P08,A,PI,4.5
R050,P5,P08,B,CSAT,3.0
R050,P5,P08,B,HL,5.0
R050,P5,P08,B,PI,2.5
R051,P1,P04,A,CMP,5.0
R051,P1,P04,A,HL,4.0
R051,P1,P04,A,PI,3.0
R051,P1,P04,B,CMP,4.0
R051,P1,P04,B,HL,4.0
R051,P1,P04,B,PI,4.0
R051,P2,P03,A,HL,4.0
R051,P2,P03,A,PI,3.5
R051,P2,P03,B,HL,5.0
R051,P2,P03,B,PI,3.5
R051,P3,P23,A,CMP,2.0
R051,P3,P23,A,CSAT,3.0
R051,P3,P23,A,PI,4.0
R051,P3,P23,B,CMP,4.0
R051,P3,P23,B,CSAT,3.0
R051,P3,P23,B,PI,4.0
R051,P4,P07,A,CMP,2.0
R051,P4,P07,A,CSAT,3.0
R051,P4,P07,A,PI,4.5
R051,P4,P07,B,CMP,5.0
R051,P4,P07,B,CSAT,4.0
R051,P4,P07,B,PI,4.0
R051,P5,P08,A,CSAT,5.0
R051,P5,P08,A,HL,5.0
R051,P5,P08,A,PI,4.0
R051,P5,P08,B,CSAT,4.0
R051,P5,P08,B,HL,4.0
R051,P5,P08,B,PI,4.0
R052,P1,P04,A,CMP,5.0
R052,P1,P04,A,HL,3.0
R052,P1,P04,A,PI,3.5
R052,P1,P04,B,CMP,5.0
R052,P1,P04,B,HL,3.0
R052,P1,P04,B,PI,3.0
R052,P2,P03,A,HL,3.0
R052,P2,P03,A,PI,4.0
R052,P2,P03,B,HL,5.0
R052,P2,P03,B,PI,4.0
R052,P3,P23,A,CMP,5.0
R052,P3,P23,A,CSAT,5.0
R052,P3,P23,A,PI,4.5
R052,P3,P23,B,CMP,4.0
R052,P3,P23,B,CSAT,4.0
R052,P3,P23,B,PI,4.5
R052,P4,P07,A,CMP,4.0
R052,P4,P07,A,CSAT,5.0
R052,P4,P07,A,PI,4.0
R052,P4,P07,B,CMP,4.0
R052,P4,P07,B,CSAT,4.0
R052,P4,P07,B,PI,4.0
R052,P5,P08,A,CSAT,5.0
R052,P5,P08,A,HL,5.0
R052,P5,P08,A,PI,4.0
R052,P5,P08,B,CSAT,3.0
R052,P5,P08,B,HL,3.0
R052,P5,P08,B,PI,3.0
R053,P1,P04,A,CMP,5.0
R053,P1,P04,A,HL,4.0
R053,P1,P04,A,PI,3.0
R053,P1,P04,B,CMP,4.0
R053,P1,P04,B,HL,5.0
R053,P1,P04,B,PI,2.0
R053,P2,P03,A,HL,5.0
R053,P2,P03,A,PI,3.0
R053,P2,P03,B,HL,3.0
R053,P2,P03,B,PI,3.5
R053,P3,P23,A,CMP,3.0
R053,P3,P23,A,CSAT,5.0
R053,P3,P23,A,PI,3.5
R053,P3,P23,B,CMP,5.0
R053,P3,P23,B,CSAT,5.0
R053,P3,P23,B,PI,3.5
R053,P4,P07,A,CMP,4.0
R053,P4,P07,A,CSAT,3.0
R053,P4,P07,A,PI,5.0
R053,P4,P07,B,CMP,2.0
R053,P4,P07,B,CSAT,4.0
R053,P4,P07,B,PI,3.5
R053,P5,P08,A,CSAT,4.0
R053,P5,P08,A,HL,5.0
R053,P5,P08,A,PI,4.0
R053,P5,P08,B,CSAT,3.0
R053,P5,P08,B,HL,3.0
R053,P5,P08,B,PI,5.0
R054,P1,P04,A,CMP,5.0
R054,P1,P04,A,HL,4.0
R054,P1,P04,A,PI,5.0
R054,P1,P04,B,CMP,4.0
R054,P1,P04,B,HL,5.0
R054,P1,P04,B,PI,2.0
R054,P2,P03,A,HL,4.0
R054,P2,P03,A,PI,4.0
R054,P2,P03,B,HL,5.0
